ID;Stambog;Tato;navn;breeder;far;mor;DKKtitler;Titler;LastVisit;Count;born;HD;AD;HZ;SP;Indexdato;HDindex;sex;farve;dead;AK;Avlsstatus;MB;billede;Ejer;Adresse;Postnr;By;telefon;email;url;log;brugernavn;adgangskode;Updated;BrugerCookie;BrugerIP;AddedBy;DateAdded
8344;DK16249/2019;2,08E+14;Passionbox Armani;;LOE1951898;DK18240/2016;DKCH, AK, Roskilde Vinder 2022, Fjord Vinder 2022;;;0;19-08-2019;B;0;0;0;01-08-2022;107;H;Rg/Hv;;AK;1;0;;;;;;;;;;;;12-08-2022;;;;15-10-2019
8345;DK16250/2019;0;Passionbox Amarone ;;LOE1951898;DK18240/2016;;;;0;19-08-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8346;DK16251/2019;0;Passionbox Alpha;;LOE1951898;DK18240/2016;;;;0;19-08-2019;A;0;1;0;01-04-2022;115;T;Rg/Hv;;AK;1;0;;;;;;;;;;;;27-04-2022;;;;15-10-2019
8347;DK15946/2019;2,08E+14;Peer-Otzberg Jerome;;VDH/DBZB 237278;DK18996/2015;;;;0;11-08-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8348;DK15947/2019;2,08E+14;Peer-Otzberg Juno;;VDH/DBZB 237278;DK18996/2015;;;;0;11-08-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8349;DK15848/2019;2,08E+14;Peer-Otzberg Julius;;VDH/DBZB 237278;DK18996/2015;;;;0;11-08-2019;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8350;DK15849/2019;2,08E+14;Peer-Otzberg Janka;;VDH/DBZB 237278;DK18996/2015;;;;0;11-08-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8351;DK15950/2019;2,08E+14;Peer-Otzberg Jolene;;VDH/DBZB 237278;DK18996/2015;;;;0;11-08-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8352;DK14974/2019;2,08E+14;Hearts of Hope´s Zenvo ST1;;DK10498/2013;DK20579/2012;;;;0;17-07-2019;D;;2;;01-02-2022;61;T;Rg/Hv;;;1;0;;;;;;;;;;;;03-02-2022;;;;15-10-2019
8353;DK14977/2019;2,08E+14;Hearts of Hope´s Yaguar;;DK16465/2018;DK20579/2012;DKCH;;;0;17-07-2019;B;;0;0;01-04-2022;76;H;Tg/Hv;;AK;1;0;;;;;;;;;;;;25-06-2022;;;;15-10-2019
8354;DK14978/2019;2,08E+14;Hearts of Hope´s Yash;;DK16465/2018;DK20579/2012;;;;0;17-07-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;15-10-2019;;;;15-10-2019
8355;DK14975/2019;2,08E+14;Hearts of Hope´s Yoko Ono;;DK16465/2018;DK20579/2012;;;;0;17-07-2019;C;;2;;01-02-2022;75;T;Tg/Hv;;;1;0;;;;;;;;;;;;03-02-2022;;;;15-10-2019
8356;DK14976/2019;2,08E+14;Hearts of Hope´s YoYo;;DK16465/2018;DK20579/2012;;;;0;17-07-2019;D;0;1;Ej undersøgt;01-04-2022;69;T;Rg/Hv;;Ej avlskåret;1;0;;;;;;;;;;;;20-04-2022;;;;15-10-2019
8357;DK16099/2019;2,08E+14;Cocio;;DK10498/2013;DK05726/2016;;;;0;05-09-2019;B;;0;Ej undersøgt;01-09-2021;105;T;Rg/Hv;;Ej avlskåret;1;0;;;;;;;;;;;;07-09-2021;;;;03-11-2019
8358;DK14790/2019;2,08E+14;Falka Lakrissa;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8359;DK14789/2019;2,08E+14;Falka Lemon;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8360;DK14786/2019;2,08E+14;Falka Lennon;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8361;DK14791/20119;2,08E+14;Falka Límousine;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8362;DK14784/2019;2,08E+14;Falka Lincoln;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8363;DK14783/2019;2,08E+14;Falka Lockheed;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8364;DK14787/2019;2,08E+14;Falka Lucky Luke;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8365;DK14785/2019;2,08E+14;Falka Lumberjack;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8366;DK14788/2019;2,08E+14;Falka Luscus;;VDH/DBZB 238548;DK05200/2016;;;;0;22-07-2019;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8367;DK15628/2019;2,08E+14;High On Life´s Martha;;DK07688/2018;DK16989/2014;;;;0;03-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8368;DK15627/2019;2,08E+14;High On Life´s Mithra;;DK07688/2018;DK16989/2014;;;;0;03-08-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8369;DK15624/2019;2,08E+14;High On Life´s Monrad;;DK07688/2018;DK16989/2014;;;;0;03-08-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8370;DK15625/2019;2,08E+14;High On Life´s Maserati shamal;;DK07688/2018;DK16989/2014;;;;0;03-08-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8371;DK15626/2019;2,08E+14;High On Life´s Mercury Montclair;;DK07688/2018;DK16989/2014;;;;0;03-08-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;28-11-2019;;;;28-11-2019
8372;DK07031/2014;2,08E+14;Skovhøj´s Nora;;DK00035/2008;DK13102/2008;AK;;;0;31-03-2014;A;0;0;0;01-12-2019;118;T;Rg/Hv;;AK;1;0;;;;;;;;;;;;06-01-2020;;;;06-01-2020
8373;DBZB246542;;Hector Gymnema Sylvestre;;JR78379NB;HR12887;BH AD IGP1;;;0;01-11-2017;A1;;0;1;;0;H;Rg;;ZTP;1;0;;;;;;;;;;;;18-05-2020;;;;19-01-2020
8374;DK13642/2017;2,08E+14;Asja;;DK10498/2013;DK13643/2013;;;;0;22-06-2017;B;0;0;0;01-02-2022;98;T;Tg/Hv;;AK;1;0;;;;;;;;;;;;15-02-2022;;;;25-01-2020
8375;DK19386/2019;2,08E+14;Qupid von Ellinghaus;;DK11214/2012;DK02230/2019;;;;0;07-10-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8376;DK19387/2019;2,08E+14;Quinn von Ellinghaus;;DK11214/2012;DK02230/2019;;;;0;07-10-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8377;DK19388/2019;2,08E+14;Q Star von Ellinghaus;;DK11214/2012;DK02230/2019;;;;0;07-10-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8378;DK19994/2019;2,08E+14;Hearts of Hope´s Ayrton Senna;;VDH/DBZB 238548;DK08711/2015;;;;0;24-10-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8379;DK21446/2019;9,00E+14;Brana von der Burg Singidunum;;JR78909 NB;JR 700556 NB;;;;0;10-03-2019;A;0;0;Ej undersøgt;01-11-2020;102;T;Tg/Hv;;Ej avlskåret;1;0;;;;;;;;;;;;08-11-2020;;;;25-01-2020
8380;JR78909 NB;;Gangula von der Burg Singidunum;;JR77791 Nb;JR78311 Nb;;;;0;19-11-2012;;;;;;0;H;Rg/Hv;0;Körung B;0;0;;;;;;;;;;;;05-02-2020;;;;25-01-2020
8381;JR 700556 NB;;Maruschka von der Burg Singidunum;;ROI 14/40328;JR 700021 Nb;;JJS-I SRB, SLO,H;;0;14-05-2017;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;05-02-2020;;;;25-01-2020
8382;DK16722/2019;2,08E+14;High On Life´s Newton;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8383;DK16720/2019;2,08E+14;High On Life´s Nitro;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;A;0;2;;01-02-2022;109;H;Tg/Hv;;;1;0;;;;;;;;;;;;03-02-2022;;;;25-01-2020
8384;DK16726/2019;2,08E+14;High On Life´s Nabiha;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8385;DK16729/2019;2,08E+14;High On Life´s Nexus;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8386;DK16728/2019;2,08E+14;High On Life´s Naga Jolokia;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8387;DK16725/2019;2,08E+14;High On Life´s Nothing Else Matters;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8388;DK16724/2019;2,08E+14;High On Life´s Nancy Drew;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8389;DK16721/2019;2,08E+14;High On Life´s Nico;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8390;DK16723/2019;2,08E+14;High On Life´s Nakamura;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8391;DK16730/2019;2,08E+14;High On Life´s Nemesis;;DK11236/2011;DK10223/2017;;;;0;23-08-2019;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;25-01-2020;;;;25-01-2020
8392;DBZB243378;;Rubens vom Pfauenthron;;DBZB238548;DBZB239613;ZTP AD BH IPO1;;;0;01-04-2016;A2;;1;1;;0;H;Rg;;ZTP;1;0;;;;;;;;;;;;26-01-2020;;;;26-01-2020
8393;NHSB2930247;;Heros Vavonabox;;SRB77791;NHSB2752928;;;;0;29-06-2013;A;;0;0;;0;H;Tg/Hv;;ZTP;1;0;;;;;;;;;;;;13-02-2020;;;;13-02-2020
8394;NHSB3091185;9,41E+14;Rus la Fler Colt;;LOE2056685;LOE2205576;;IPO 1, IPG2, AD, BH;;0;25-01-2017;A;;0;0;;0;H;Rg;;ZTP;1;0;;;;;;;;;;;;01-09-2020;;;;20-02-2020
8395;RKF 4066983;6,43E+14;Zhen´ Lee Ostiano;;RKF 3716699;RKF 3656445;;DEVDHCH;;0;14-12-2014;A2;;0;0;;0;H;Tg/Hv;;ZTP;1;0;;;;;;;;;;;;08-03-2020;;;;26-02-2020
8396;DK18998/2019;2,08E+14;Unique Paws Atreyu;;DK15505/2013;DK13265/2016;;;;0;30-09-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;26-02-2020;;;;26-02-2020
8397;DK18999/2019;2,08E+14;Unique Paws Aristocrat;;DK15505/2013;DK13265/2016;;;;0;30-09-2019;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;26-02-2020;;;;26-02-2020
8398;DK13315/2018;;Bongo;;JR 79440 NB;DK15506/2013;;;;0;16-07-2018;C;;0;1;01-03-2020;89;H;Tg/Hv;;AK;1;0;;;;;;;;;;;;27-04-2022;;;;29-02-2020
8399;DK21217/2019;2,08E+14;Hearts Of Hope´s Brooke Double R;;DK16465/2018;DK13261/2016;;;;0;18-11-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;08-03-2020;;;;08-03-2020
8400;DK 21218/2019;2,08E+14;Hearts Of Hope´s Brosnan;;DK16465/2018;DK13261/2016;;;;0;18-11-2019;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;08-03-2020;;;;08-03-2020
8401;DK21219/2019;2,08E+14;Hearts Of Hope´s Blueberry Hill;;DK16465/2018;DK13261/2016;;Norsk Junior Årsvinder 2020;;0;18-11-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;08-09-2020;;;;08-03-2020
8402;DK21221/2019;2,08E+14;Hearts Of Hope´s Bombay Sapphire;;DK16465/2018;DK13261/2016;;;;0;18-11-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;08-03-2020;;;;08-03-2020
8403;DK21220/2019;2,08E+14;Hearts Of Hope´s Brilliant by Faberge;;DK16465/2018;DK13261/2016;;;;0;18-11-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;08-03-2020;;;;08-03-2020
8404;DK19419/2019;9,45E+14;Galax European K9 Training Base;;VDH/DBZB 238914;CMKU BOX/13583/11;;;;0;23-06-2019;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;19-03-2020;;;;19-03-2020
8406;DK03223/2020;0 208274000107929;Noerklit´s Glava;;DK16465/2018;DK05969/2015;;;;0;10-02-2020;B;;;;01-02-2022;94;T;Tg/Hv;;;1;0;;;;;;;;;;;;03-02-2022;;;;11-04-2020
8407;DK04259/2020;2,08E+14;Rosie von Ellinghaus;;NHSB2930249;DK01069/2017;;;;0;19-02-2020;B;;0;;01-02-2022;103;T;Rg/Hv;;;1;0;;;;;;;;;;;;03-02-2022;;;;26-04-2020
8408;DK04258/2020;2,08E+14;Ria von Ellinghaus;;NHSB2930249;DK01069/2017;;;;0;19-02-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8409;DK04257/2020;2,08E+14;Raia von Ellinghaus;;NHSB2930249;DK01069/2017;;;;0;19-02-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8410;DK04260/2020;2,08E+14;Rimini von Ellinghaus;;NHSB2930249;DK01069/2017;;;;0;19-02-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8411;DK04256/2020;2,08E+14;Rosso von Ellinghaus;;NHSB2930249;DK01069/2017;;;;0;19-02-2020;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8412;DK06622/2019;2,08E+14;Sunshine-Box Emma;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8413;DK06621/2019;2,08E+14;Sunshine-Box Esmeralda;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8414;DK06620/2019;2,08E+14;Sunshine-Box Elton;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8415;DK06619/2019;2,08E+14;Sunshine-Box Ekko;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8416;DK06618/2019;2,08E+14;Sunshine-Box Elliot;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;H;Rg/Hv;;;;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8417;DK06617/2019;2,08E+14;Sunshine-Box Emilio;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8418;DK06616/2019;2,08E+14;Sunshine-Box Enrico;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;H;Rg/Hv;;;;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8419;DK06615/2019;2,08E+14;Sunshine-Box Edson;;NHSB2871838;DK13424/2012;;;;0;08-04-2019;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8420;DK03226/2020;2,08E+14;Noerklit´s Gro;;DK16465/2018;DK05969/2015;;;;0;10-02-2020;;;;;;0;T;Hvid;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8421;DK03225/2020;2,08E+14;Noerklit´s Gry;;DK16465/2018;DK05969/2015;;;;0;10-02-2020;;;;;;0;T;Hvid;1;;;0;;;;;;;;;;;;01-02-2021;;;;26-04-2020
8422;DK03224/2020;2,08E+14;Noerklit´s Geisha;;DK16465/2018;DK05969/2015;;;;0;10-02-2020;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8423;DK03222/2020;2,08E+14;Noerklit´s Ghandi;;DK16465/2018;DK05969/2015;;;;0;10-02-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;26-04-2020;;;;26-04-2020
8424;DK04164/2020;2,08E+14;Carolinekilde´s Tarantino;;DK09139/2013;DK18242/2016;;;;0;26-02-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;28-04-2020;;;;28-04-2020
8425;DK04165/2020;2,08E+14;Carolinekilde´s Talisman;;DK09139/2013;DK18242/2016;;;;0;26-02-2020;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;28-04-2020;;;;28-04-2020
8426;"DK04166/2020		";2,08E+14;Carolinekilde´s Toscana;;DK09139/2013;DK18242/2016;;;;0;26-02-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;28-04-2020;;;;28-04-2020
8427;DK05839/2020;;Sat’Elit Box Hip Hop;;BCU 144-001780;BCU 144-001803;;;;0;30-05-2019;C;;0;2;01-09-2021;86;T;Rg/Hv;;AK;1;0;;;;;;;;;;;;20-09-2021;;;;04-05-2020
8428;DK19846/2019;6,16E+14;Salinger Nostrum;;ROI 15/82037;PKR 122639;;;;0;10-06-2018;A;;0;0;01-02-2021;114;H;Tg/Hv;;Ej avlskåret;1;0;;;;;;;;;;;;16-02-2021;;;;16-05-2020
8429;DK04263/2020;2,08E+14;Bechaus Alba;;DK11847/2015;DK07031/2014;;;;0;04-03-2020;;;;;;0;T;Hvid;0;;0;0;;;;;;;;;;;;09-08-2020;;;;17-05-2020
8430;DK04262/2020;2,08E+14;Bechaus Anna;;DK11847/2015;DK07031/2014;;;;0;04-03-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;18-05-2020;;;;17-05-2020
8431;DK04261/2020;2,08E+14;Bechaus Alex;;DK11847/2015;DK07031/2014;;;;0;04-03-2020;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;20-05-2020;;;;17-05-2020
8432;DK 05505 2019;9,41E+14;Wenibeth Floyd Fender Edda;;Spkp 4118 /13;Spkp 4426/14;;;;0;;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;24-05-2020;;;;24-05-2020
8433;DK06111/2020;2,08E+14;Boxer de Amisda’s Basja;;DK16465/2018;DK15997/2016;;;;0;18-03-2020;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8434;DK06110/2020;2,08E+14;Boxer de Amisda’s Becca;;DK16465/2018;DK15997/2016;;Juniorårsvinder 2021;;0;18-03-2020;A;;0;1;01-04-2022;100;T;Tg/Hv;;AK;1;0;;;;;;;;;;;;27-04-2022;;;;01-06-2020
8435;DK06109/2020;2,08E+14;Boxer de Amisda’s Bette;;DK16465/2018;DK15997/2016;;;;0;18-03-2020;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8436;DK06108/2020;2,08E+14;Boxer de Amisda’s Bessie;;DK16465/2018;DK15997/2016;;;;0;18-03-2020;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8437;DK06107/2020;2,08E+14;Boxer de Amisda’s Bosco;;DK16465/2018;DK15997/2016;;;;0;18-03-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8438;DK06106/2020;2,08E+14;Boxer de Amisda’s Bufas;;DK16465/2018;DK15997/2016;;;;0;18-03-2020;C;;;0;01-04-2022;97;H;Tg;;;1;0;;;;;;;;;;;;15-04-2022;;;;01-06-2020
8439;DK06105/2020;2,08E+14;Boxer de Amisda’s Baldo;;DK16465/2018;DK15997/2016;;;;0;18-03-2020;;;;;;0;H;Tg;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8440;DK07931/2020;2,08E+14;Archa Von Samblebens Daisy;;RKF 4066983;DK20654/2016;;;;0;04-05-2020;B;0;1;Ej undersøgt;01-07-2022;89;T;Hvid;;Ej bestået avlskåring;1;0;;;;;;;;;;;;30-07-2022;;;;01-06-2020
8441;DK07933/2020;0;Archa Von Samblebens Dicte;;RKF 4066983;DK20654/2016;;;;0;04-05-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8442;DK07932/2020;0;Archa Von Samblebens Demi;;RKF 4066983;DK20654/2016;;;;0;04-05-2020;;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8443;DK05743/2020;2,08E+14;De Amicia Elsa;;DBZB246542;DK20842/2016;;;;0;16-03-2020;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8444;DK05742/2020;2,08E+14;De Amicia Esther;;DBZB246542;DK20842/2016;;;;0;16-03-2020;;;;;;0;T;Tg;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8445;DK05741/2020;2,08E+14;De Amicia Emil;;DBZB246542;DK20842/2016;;;;0;16-03-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;01-06-2020;;;;01-06-2020
8446;DK05740/2020;2,08E+14;De Amicia Egon;;DBZB246542;DK20842/2016;;;;0;16-03-2020;A;0;;;01-02-2022;109;H;Tg;;;1;0;;;;;;;;;;;;03-02-2022;;;;01-06-2020
8447;DK05739/2020;2,08E+15;De Amicia Eigil;;DBZB246542;DK20842/2016;;;;0;16-03-2020;;;;;;0;H;Tg;;;;0;;;;;;;;;;;;02-06-2020;;;;01-06-2020
8448;DK06809/2020;2,08E+14;Carolinekilde´s Ubbe;;DBZB243378;DK10853/2016;;;;0;28-03-2020;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;02-06-2020;;;;02-06-2020
8449;DK06810/2020;2,08E+14;Carolinekilde´s Uzzo;;DBZB243378;DK10853/2016;;;;0;28-03-2020;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;02-06-2020;;;;02-06-2020
8450;DK06811/2020;2,08E+14;Carolinekilde´s Ultra;;DBZB243378;DK10853/2016;;;;0;28-03-2020;;;;;;0;H;Rg/Hv;0;;0;0;;;;;;;;;;;;02-06-2020;;;;02-06-2020
8451;DK06812/2020;2,08E+14;Carolinekilde´s Ulla;;DBZB243378;DK10853/2016;;;;0;28-03-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;02-06-2020;;;;02-06-2020
8452;DK06813/2020;2,08E+14;Carolinekilde´s Usaga;;DBZB243378;DK10853/2016;;;;0;28-03-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;02-06-2020;;;;02-06-2020
8453;DK06814/2020;2,08E+14;Carolinekilde´s Uthyla;;DBZB243378;DK10853/2016;AK;;;0;28-03-2020;C;;0;0;01-04-2022;89;T;Rg/Hv;;AK;1;0;;;;;;;;;;;;16-05-2022;;;;02-06-2020
8454;DK05505/2019;9,41E+14;Weinibeth Floyd Fender Edda;;SPKP 4118/13;SPKP 4426/14;;;;0;08-07-2016;A;0;0;0;01-08-2020;102;T;Rg/Hv;;Ej avlskåret;1;0;;;;;;;;;;;;08-08-2020;;;;11-07-2020
8455;DK03451/2019;9,00E+14;Almadinaks Vertikalniy Vzlet;;JR85049;RKF4164805;;;;0;09-11-2017;C;;1;0;01-10-2021;89;H;Tg/Hv;;Ej avlskåret;1;0;;;;;;;;;;;;21-10-2021;;;;15-07-2020
8456;JR85049;;Pink Panther de Navissos;;JR78213;JR79042;;RUSCH, RKFCH, SPCH;;0;;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;15-07-2020;;;;15-07-2020
8457;RKF4164805;;Almadinaks Myagkaya Sila;;RKF2889005;RKF2079580;;;;0;;;;;;;0;T;Tg/Hv;0;;0;0;;;;;;;;;;;;15-07-2020;;;;15-07-2020
8458;DKDK09917/2020;2,08E+14;Cæcar;;DK08707/2015;DK13642/2017;;;;0;13-05-2020;;;;;;0;H;Hvid;0;;0;0;;;;;;;;;;;;09-08-2020;;;;09-08-2020
8459;DKDK09916/2020;2,08E+14;Calvin;;DK08707/2015;DK13642/2017;;;;0;13-05-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;09-08-2020;;;;09-08-2020
8460;DKDK09919/2020;2,08E+14;Cissy;;DK08707/2015;DK13642/2017;;;;0;13-05-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;09-08-2020;;;;09-08-2020
8461;DKDK0918;2,08E+14;Cinder;;DK08707/2015;DK13642/2017;;;;0;13-05-2020;;;;;;0;T;Rg/Hv;0;;0;0;;;;;;;;;;;;09-08-2020;;;;09-08-2020
8462;DK04155/2020;0;Carza Henning;;NHSB2960656;DK02948/2015;;;;0;07-02-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;29-07-2022;;;;09-08-2020
8463;DK06345/2020;2,08E+14;von Ellinghaus Secota;;DK16465/2018;DK13912/2015;;;;0;20-03-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;13-08-2020;;;;13-08-2020
8464;DK06344/2020;2,08E+14;von Ellinghaus Storm;;DK16465/2018;DK13912/2015;;;;0;20-03-2020;;;;;;0;H;Tg/Hv;0;;0;0;;;;;;;;;;;;13-08-2020;;;;13-08-2020
8465;DK06346/2020;2,08E+14;von Ellinghaus Skye;;DK16465/2018;DK13912/2015;;;;0;20-03-2020;A;;0;1;01-08-2022;94;T;Tg/Hv;;;1;0;;;;;;;;;;;;07-08-2022;;;;13-08-2020
